code_set	concept_code	concept_name	vocabulary_id	concept_id
mastectomy_01_base	12708000	Excision of accessory nipple	SNOMED	NULL
mastectomy_01_base	265255003	Subareolar excision of mammillary duct	SNOMED	NULL
mastectomy_01_base	265248000	Partial mastectomy NEC	SNOMED	NULL
mastectomy_01_base	265256002	Excision of mammillary duct NEC	SNOMED	NULL
mastectomy_01_base	35212009	Excision of nipple lesion	SNOMED	NULL
mastectomy_01_base	307796007	Excision of mammary duct	SNOMED	NULL
mastectomy_01_base	310638008	Wire guided excision of breast lump under radiological control	SNOMED	NULL
mastectomy_01_base	428554004	Partial excision of breast using guide wire	SNOMED	NULL
mastectomy_01_base	52314009	Extended simple mastectomy of bilateral breasts	SNOMED	NULL
mastectomy_01_base	392021009	Lumpectomy of breast	SNOMED	NULL
mastectomy_01_base	394911000	Wire guided wide local excision of breast lump under radiological control	SNOMED	NULL
mastectomy_01_base	72432009	Excision of lesion of skin of breast	SNOMED	NULL
mastectomy_01_base	72577009	Excision of nipple	SNOMED	NULL
mastectomy_01_base	35482003	Partial mastectomy with axillary lymphadenectomy	SNOMED	NULL
mastectomy_01_base	62347003	Nipple exploration with excision of lactiferous duct	SNOMED	NULL
mastectomy_01_base	6189002	Excision of aberrant tissue of breast	SNOMED	NULL
mastectomy_01_base	367502008	Segmental excision of breast	SNOMED	NULL
mastectomy_01_base	64368001	Partial mastectomy	SNOMED	NULL
mastectomy_01_base	22418005	Simple mastectomy of bilateral breasts	SNOMED	NULL
mastectomy_01_base	I97.2	Postmastectomy lymphedema syndrome	ICD10CM	NULL
mastectomy_01_base	770108008	Excision of ectopic tissue of breast	SNOMED	NULL
mastectomy_01_base	12275171000119100	Postmastectomy lymphedema syndrome of right upper limb	SNOMED	NULL
mastectomy_01_base	12275221000119100	Postmastectomy lymphedema syndrome of left upper limb	SNOMED	NULL
mastectomy_01_base	150300000	Excision of part of breast	SNOMED	NULL
mastectomy_01_base	150323002	Excision of nipple	SNOMED	NULL
mastectomy_01_base	155484007	Post-mastectomy secondary lymphedema	SNOMED	NULL
mastectomy_01_base	172050005	Partial mastectomy: [NEC] or [wedge NEC]	SNOMED	NULL
mastectomy_01_base	172051009	Wire guided excision of breast lump under radiological control	SNOMED	NULL
mastectomy_01_base	172096002	Excision of accessory nipple	SNOMED	NULL
mastectomy_01_base	172107003	Subareolar excision mammillary duct (& Hadfield)	SNOMED	NULL
mastectomy_01_base	172108008	Excision of mammillary duct: [NEC] or [major system]	SNOMED	NULL
mastectomy_01_base	394021005	Wire guided wide local excision of breast lump under radiological control	SNOMED	NULL
mastectomy_01_base	72258006	Segmental excision of breast	SNOMED	NULL
mastectomy_01_base	84979008	Excision of lactiferous duct fistula of breast	SNOMED	NULL
mastectomy_01_base	735085002	Lumpectomy of left breast	SNOMED	NULL
mastectomy_01_base	735086001	Lumpectomy of right breast	SNOMED	NULL
mastectomy_01_base	736751004	Total excision of lactiferous duct of left breast	SNOMED	NULL
mastectomy_01_base	736752006	Total excision of lactiferous duct of right breast	SNOMED	NULL
mastectomy_01_base	736753001	Excision of part of left breast	SNOMED	NULL
mastectomy_01_base	736754007	Excision of part of right breast	SNOMED	NULL
mastectomy_01_base	19240	"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle (Deprecated)"	CPT4	NULL
mastectomy_01_base	852951000000106	Total excision of lactiferous duct	SNOMED	NULL
mastectomy_01_base	457	Postmastectomy lymphedema syndrome	ICD9CM	NULL
mastectomy_01_base	161948	Partial mastectomy with axillary lymphadenectomy	CIEL	NULL
mastectomy_01_base	161172	Lumpectomy of breast	CIEL	NULL
mastectomy_01_base	129376	Postmastectomy Lymphedema Syndrome	CIEL	NULL
mastectomy_01_base	161947	Partial mastectomy	CIEL	NULL
mastectomy_01_base	161674	Excision of mammary duct	CIEL	NULL
