code_set	concept_code	concept_name	concept_id	vocabulary_id
pregnancy_01	Z3A.26	26 weeks gestation of pregnancy	45605126	ICD10CM
pregnancy_01	Z3A.27	27 weeks gestation of pregnancy	45609933	ICD10CM
pregnancy_01	Z3A.28	28 weeks gestation of pregnancy	45556831	ICD10CM
pregnancy_01	Z3A.29	29 weeks gestation of pregnancy	45590721	ICD10CM
pregnancy_01	Z3A.30	30 weeks gestation of pregnancy	45542427	ICD10CM
pregnancy_01	Z3A.31	31 weeks gestation of pregnancy	45605127	ICD10CM
pregnancy_01	Z3A.32	32 weeks gestation of pregnancy	45600327	ICD10CM
pregnancy_01	Z3A.33	33 weeks gestation of pregnancy	45609934	ICD10CM
pregnancy_01	Z3A.34	34 weeks gestation of pregnancy	45585826	ICD10CM
pregnancy_01	Z3A.35	35 weeks gestation of pregnancy	45566426	ICD10CM
pregnancy_01	Z3A.36	36 weeks gestation of pregnancy	45542428	ICD10CM
pregnancy_01	Z3A.37	37 weeks gestation of pregnancy	45605128	ICD10CM
pregnancy_01	Z3A.38	38 weeks gestation of pregnancy	45556832	ICD10CM
pregnancy_01	Z3A.39	39 weeks gestation of pregnancy	45552082	ICD10CM
pregnancy_01	Z3A.40	40 weeks gestation of pregnancy	45585827	ICD10CM
pregnancy_01	Z3A.41	41 weeks gestation of pregnancy	45595512	ICD10CM
pregnancy_01	Z3A.42	42 weeks gestation of pregnancy	45581026	ICD10CM
pregnancy_01	Z3A.49	Greater than 42 weeks gestation of pregnancy	45609935	ICD10CM
pregnancy_01	O35.14X2	"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 2"	37402863	ICD10CM
pregnancy_01	O35.14X3	"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 3"	37402864	ICD10CM
pregnancy_01	O35.14X4	"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 4"	37402865	ICD10CM
pregnancy_01	O35.14X5	"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 5"	37402866	ICD10CM
pregnancy_01	O35.14X9	"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, other fetus"	37402867	ICD10CM
pregnancy_01	O35.15X0	"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, not applicable or unspecified"	37402869	ICD10CM
pregnancy_01	O35.15X1	"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 1"	37402870	ICD10CM
pregnancy_01	O35.15X2	"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 2"	37402871	ICD10CM
pregnancy_01	O35.15X3	"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 3"	37402872	ICD10CM
pregnancy_01	O35.15X4	"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 4"	37402873	ICD10CM
pregnancy_01	O35.15X5	"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 5"	37402874	ICD10CM
pregnancy_01	O35.15X9	"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, other fetus"	37402875	ICD10CM
pregnancy_01	O35.19X0	"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, not applicable or unspecified"	37402877	ICD10CM
pregnancy_01	O35.19X1	"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, fetus 1"	37402878	ICD10CM
pregnancy_01	O35.19X2	"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, fetus 2"	37402879	ICD10CM
pregnancy_01	O35.19X3	"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, fetus 3"	37402880	ICD10CM
pregnancy_01	O35.19X4	"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, fetus 4"	37402881	ICD10CM
pregnancy_01	O35.19X5	"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, fetus 5"	37402882	ICD10CM
pregnancy_01	O35.19X9	"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, other fetus"	37402883	ICD10CM
pregnancy_01	O35.2XX0	"Maternal care for (suspected) hereditary disease in fetus, not applicable or unspecified"	45601819	ICD10CM
pregnancy_01	O35.2XX1	"Maternal care for (suspected) hereditary disease in fetus, fetus 1"	45543964	ICD10CM
pregnancy_01	O35.2XX2	"Maternal care for (suspected) hereditary disease in fetus, fetus 2"	45548756	ICD10CM
pregnancy_01	O35.2XX3	"Maternal care for (suspected) hereditary disease in fetus, fetus 3"	45587322	ICD10CM
pregnancy_01	O35.2XX4	"Maternal care for (suspected) hereditary disease in fetus, fetus 4"	45577597	ICD10CM
pregnancy_01	O35.2XX5	"Maternal care for (suspected) hereditary disease in fetus, fetus 5"	45592233	ICD10CM
pregnancy_01	O35.2XX9	"Maternal care for (suspected) hereditary disease in fetus, other fetus"	45582499	ICD10CM
pregnancy_01	O35.3XX0	"Maternal care for (suspected) damage to fetus from viral disease in mother, not applicable or unspecified"	45572810	ICD10CM
pregnancy_01	O35.3XX1	"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 1"	45567926	ICD10CM
pregnancy_01	O35.3XX2	"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 2"	45572811	ICD10CM
pregnancy_01	O35.3XX3	"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 3"	45539143	ICD10CM
pregnancy_01	O35.3XX4	"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 4"	45582500	ICD10CM
pregnancy_01	O35.3XX5	"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 5"	45577598	ICD10CM
pregnancy_01	O35.3XX9	"Maternal care for (suspected) damage to fetus from viral disease in mother, other fetus"	45548758	ICD10CM
pregnancy_01	O35.4XX0	"Maternal care for (suspected) damage to fetus from alcohol, not applicable or unspecified"	45587323	ICD10CM
pregnancy_01	O35.4XX1	"Maternal care for (suspected) damage to fetus from alcohol, fetus 1"	45587324	ICD10CM
pregnancy_01	O35.4XX2	"Maternal care for (suspected) damage to fetus from alcohol, fetus 2"	45543965	ICD10CM
pregnancy_01	O35.4XX3	"Maternal care for (suspected) damage to fetus from alcohol, fetus 3"	45596969	ICD10CM
pregnancy_01	O35.4XX4	"Maternal care for (suspected) damage to fetus from alcohol, fetus 4"	45587325	ICD10CM
pregnancy_01	O35.4XX5	"Maternal care for (suspected) damage to fetus from alcohol, fetus 5"	45543966	ICD10CM
pregnancy_01	O35.4XX9	"Maternal care for (suspected) damage to fetus from alcohol, other fetus"	45572812	ICD10CM
pregnancy_01	O35.5XX0	"Maternal care for (suspected) damage to fetus by drugs, not applicable or unspecified"	45601820	ICD10CM
pregnancy_01	O35.5XX1	"Maternal care for (suspected) damage to fetus by drugs, fetus 1"	45587326	ICD10CM
pregnancy_01	O35.5XX2	"Maternal care for (suspected) damage to fetus by drugs, fetus 2"	45563108	ICD10CM
pregnancy_01	O35.5XX3	"Maternal care for (suspected) damage to fetus by drugs, fetus 3"	45572813	ICD10CM
pregnancy_01	O35.5XX4	"Maternal care for (suspected) damage to fetus by drugs, fetus 4"	45534227	ICD10CM
pregnancy_01	O35.5XX5	"Maternal care for (suspected) damage to fetus by drugs, fetus 5"	45572814	ICD10CM
pregnancy_01	O35.5XX9	"Maternal care for (suspected) damage to fetus by drugs, other fetus"	45596970	ICD10CM
pregnancy_01	O35.6XX0	"Maternal care for (suspected) damage to fetus by radiation, not applicable or unspecified"	45539144	ICD10CM
pregnancy_01	O35.6XX1	"Maternal care for (suspected) damage to fetus by radiation, fetus 1"	45596971	ICD10CM
pregnancy_01	O35.6XX2	"Maternal care for (suspected) damage to fetus by radiation, fetus 2"	45601821	ICD10CM
pregnancy_01	O35.6XX3	"Maternal care for (suspected) damage to fetus by radiation, fetus 3"	45553519	ICD10CM
pregnancy_01	O35.6XX4	"Maternal care for (suspected) damage to fetus by radiation, fetus 4"	45601822	ICD10CM
pregnancy_01	O35.6XX5	"Maternal care for (suspected) damage to fetus by radiation, fetus 5"	45587327	ICD10CM
pregnancy_01	O35.6XX9	"Maternal care for (suspected) damage to fetus by radiation, other fetus"	45563109	ICD10CM
pregnancy_01	O35.7XX1	"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 1"	45572815	ICD10CM
pregnancy_01	O35.7XX2	"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 2"	45592234	ICD10CM
pregnancy_01	O35.7XX3	"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 3"	45563110	ICD10CM
pregnancy_01	O35.7XX4	"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 4"	45606586	ICD10CM
pregnancy_01	O35.7XX5	"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 5"	45543967	ICD10CM
pregnancy_01	O35.7XX9	"Maternal care for (suspected) damage to fetus by other medical procedures, other fetus"	45539145	ICD10CM
pregnancy_01	O35.8XX0	"Maternal care for other (suspected) fetal abnormality and damage, not applicable or unspecified"	45606587	ICD10CM
pregnancy_01	O35.8XX1	"Maternal care for other (suspected) fetal abnormality and damage, fetus 1"	45567928	ICD10CM
pregnancy_01	O35.8XX2	"Maternal care for other (suspected) fetal abnormality and damage, fetus 2"	45596972	ICD10CM
pregnancy_01	O35.8XX3	"Maternal care for other (suspected) fetal abnormality and damage, fetus 3"	45563111	ICD10CM
pregnancy_01	O35.8XX4	"Maternal care for other (suspected) fetal abnormality and damage, fetus 4"	45563112	ICD10CM
pregnancy_01	O35.8XX5	"Maternal care for other (suspected) fetal abnormality and damage, fetus 5"	45582501	ICD10CM
pregnancy_01	O35.8XX9	"Maternal care for other (suspected) fetal abnormality and damage, other fetus"	45558259	ICD10CM
pregnancy_01	O35.9XX0	"Maternal care for (suspected) fetal abnormality and damage, unspecified, not applicable or unspecified"	45543968	ICD10CM
pregnancy_01	O35.9XX1	"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 1"	45572817	ICD10CM
pregnancy_01	O35.9XX2	"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 2"	45543969	ICD10CM
pregnancy_01	O35.9XX3	"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 3"	45558260	ICD10CM
pregnancy_01	O35.9XX4	"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 4"	45534228	ICD10CM
pregnancy_01	O35.9XX5	"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 5"	45534229	ICD10CM
pregnancy_01	O35.9XX9	"Maternal care for (suspected) fetal abnormality and damage, unspecified, other fetus"	45558261	ICD10CM
pregnancy_01	O35.AXX0	"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, not applicable or unspecified"	37402885	ICD10CM
pregnancy_01	O35.AXX1	"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, fetus 1"	37402886	ICD10CM
pregnancy_01	O35.AXX2	"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, fetus 2"	37402887	ICD10CM
pregnancy_01	O35.AXX3	"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, fetus 3"	37402888	ICD10CM
pregnancy_01	O35.AXX4	"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, fetus 4"	37402889	ICD10CM
pregnancy_01	O35.AXX5	"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, fetus 5"	37402890	ICD10CM
pregnancy_01	O35.AXX9	"Maternal care for other (suspected) fetal abnormality and damage, fetal facial anomalies, other fetus"	37402891	ICD10CM
pregnancy_01	O35.BXX0	"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, not applicable or unspecified"	37402893	ICD10CM
pregnancy_01	O35.BXX1	"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, fetus 1"	37402894	ICD10CM
pregnancy_01	O35.BXX2	"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, fetus 2"	37402895	ICD10CM
pregnancy_01	O35.BXX3	"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, fetus 3"	37402896	ICD10CM
pregnancy_01	O35.BXX4	"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, fetus 4"	37402897	ICD10CM
pregnancy_01	O35.BXX5	"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, fetus 5"	37402898	ICD10CM
pregnancy_01	O35.BXX9	"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, other fetus"	37402899	ICD10CM
pregnancy_01	O35.CXX0	"Maternal care for other (suspected) fetal abnormality and damage, fetal pulmonary anomalies, not applicable or unspecified"	37402901	ICD10CM
pregnancy_01	O35.CXX1	"Maternal care for other (suspected) fetal abnormality and damage, fetal pulmonary anomalies, fetus 1"	37402902	ICD10CM
pregnancy_01	O35.CXX2	"Maternal care for other (suspected) fetal abnormality and damage, fetal pulmonary anomalies, fetus 2"	37402903	ICD10CM
pregnancy_01	O35.CXX3	"Maternal care for other (suspected) fetal abnormality and damage, fetal pulmonary anomalies, fetus 3"	37402904	ICD10CM
pregnancy_01	O35.CXX4	"Maternal care for other (suspected) fetal abnormality and damage, fetal pulmonary anomalies, fetus 4"	37402905	ICD10CM
