code_set	concept_code	concept_name	concept_id	vocabulary_id
advanced_illness_01	F02.A18	"Dementia in other diseases classified elsewhere, mild, with other behavioral disturbance"	37402409	ICD10CM
advanced_illness_01	F02.A3	"Dementia in other diseases classified elsewhere, mild, with mood disturbance"	37402411	ICD10CM
advanced_illness_01	F02.B0	"Dementia in other diseases classified elsewhere, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	37402414	ICD10CM
advanced_illness_01	F02.B18	"Dementia in other diseases classified elsewhere, moderate, with other behavioral disturbance"	37402417	ICD10CM
advanced_illness_01	F02.B3	"Dementia in other diseases classified elsewhere, moderate, with mood disturbance"	37402419	ICD10CM
advanced_illness_01	F02.C0	"Dementia in other diseases classified elsewhere, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	37402422	ICD10CM
advanced_illness_01	F02.C18	"Dementia in other diseases classified elsewhere, severe, with other behavioral disturbance"	37402425	ICD10CM
advanced_illness_01	F02.C3	"Dementia in other diseases classified elsewhere, severe, with mood disturbance"	37402427	ICD10CM
advanced_illness_01	F03.90	"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	45538000	ICD10CM
advanced_illness_01	F03.918	"Unspecified dementia, unspecified severity, with other behavioral disturbance"	37402430	ICD10CM
advanced_illness_01	F03.93	"Unspecified dementia, unspecified severity, with mood disturbance"	37402432	ICD10CM
advanced_illness_01	F03.A0	"Unspecified dementia, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	37402435	ICD10CM
advanced_illness_01	F03.A18	"Unspecified dementia, mild, with other behavioral disturbance"	37402438	ICD10CM
advanced_illness_01	F03.A3	"Unspecified dementia, mild, with mood disturbance"	37402440	ICD10CM
advanced_illness_01	F03.B0	"Unspecified dementia, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	37402443	ICD10CM
advanced_illness_01	F03.B18	"Unspecified dementia, moderate, with other behavioral disturbance"	37402446	ICD10CM
advanced_illness_01	F03.B3	"Unspecified dementia, moderate, with mood disturbance"	37402448	ICD10CM
advanced_illness_01	F03.C0	"Unspecified dementia, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	37402451	ICD10CM
advanced_illness_01	F03.C18	"Unspecified dementia, severe, with other behavioral disturbance"	37402454	ICD10CM
advanced_illness_01	F03.C3	"Unspecified dementia, severe, with mood disturbance"	37402456	ICD10CM
advanced_illness_01	F10.96	"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder"	45566780	ICD10CM
advanced_illness_01	G10	Huntington's disease	35207314	ICD10CM
advanced_illness_01	G20	Parkinson's disease	35207329	ICD10CM
advanced_illness_01	G20.A2	"Parkinson's disease without dyskinesia, with fluctuations"	785927	ICD10CM
advanced_illness_01	G20.B2	"Parkinson's disease with dyskinesia, with fluctuations"	785930	ICD10CM
advanced_illness_01	G30.0	Alzheimer's disease with early onset	35207356	ICD10CM
advanced_illness_01	G30.8	Other Alzheimer's disease	35207358	ICD10CM
advanced_illness_01	G31.01	Pick's disease	45538103	ICD10CM
advanced_illness_01	G31.83	Neurocognitive disorder with Lewy bodies	45547730	ICD10CM
advanced_illness_01	I09.81	Rheumatic heart failure	45605777	ICD10CM
advanced_illness_01	I12.0	Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease	35207671	ICD10CM
advanced_illness_01	I13.11	"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease"	45596188	ICD10CM
advanced_illness_01	I50.1	"Left ventricular failure, unspecified"	35207792	ICD10CM
advanced_illness_01	I50.21	Acute systolic (congestive) heart failure	45543182	ICD10CM
advanced_illness_01	I50.23	Acute on chronic systolic (congestive) heart failure	45567180	ICD10CM
advanced_illness_01	I50.31	Acute diastolic (congestive) heart failure	45548022	ICD10CM
advanced_illness_01	I50.33	Acute on chronic diastolic (congestive) heart failure	45562355	ICD10CM
advanced_illness_01	I50.41	Acute combined systolic (congestive) and diastolic (congestive) heart failure	45591469	ICD10CM
advanced_illness_01	I50.43	Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure	45567181	ICD10CM
advanced_illness_01	I50.811	Acute right heart failure	1326602	ICD10CM
advanced_illness_01	I50.813	Acute on chronic right heart failure	1326604	ICD10CM
advanced_illness_01	I50.82	Biventricular heart failure	1326606	ICD10CM
advanced_illness_01	I50.84	End stage heart failure	1326608	ICD10CM
advanced_illness_01	I50.9	"Heart failure, unspecified"	35207793	ICD10CM
advanced_illness_01	J43.1	Panlobular emphysema	35208019	ICD10CM
advanced_illness_01	J43.8	Other emphysema	35208021	ICD10CM
advanced_illness_01	J68.4	"Chronic respiratory conditions due to chemicals, gases, fumes and vapors"	35208056	ICD10CM
advanced_illness_01	J84.112	Idiopathic pulmonary fibrosis	45543275	ICD10CM
advanced_illness_01	J84.178	Other interstitial pulmonary diseases with fibrosis in diseases classified elsewhere	725358	ICD10CM
advanced_illness_01	J96.11	Chronic respiratory failure with hypoxia	45538489	ICD10CM
advanced_illness_01	J96.20	"Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia"	45596290	ICD10CM
advanced_illness_01	J96.22	Acute and chronic respiratory failure with hypercapnia	45581868	ICD10CM
advanced_illness_01	J96.91	"Respiratory failure, unspecified with hypoxia"	45605907	ICD10CM
advanced_illness_01	J98.2	Interstitial emphysema	35208103	ICD10CM
advanced_illness_01	K70.11	Alcoholic hepatitis with ascites	45552946	ICD10CM
advanced_illness_01	K70.30	Alcoholic cirrhosis of liver without ascites	45605952	ICD10CM
advanced_illness_01	K70.40	Alcoholic hepatic failure without coma	45586730	ICD10CM
advanced_illness_01	K70.9	"Alcoholic liver disease, unspecified"	35208332	ICD10CM
advanced_illness_01	K74.01	"Hepatic fibrosis, early fibrosis"	725368	ICD10CM
advanced_illness_01	K74.1	Hepatic sclerosis	35208347	ICD10CM
advanced_illness_01	K74.4	Secondary biliary cirrhosis	35208350	ICD10CM
advanced_illness_01	K74.60	Unspecified cirrhosis of liver	45601187	ICD10CM
advanced_illness_01	N18.5	"Chronic kidney disease, stage 5"	35209278	ICD10CM
advanced_illness_01	C94.30	Mast cell leukemia not having achieved remission	45605335	ICD10CM
advanced_illness_01	F01.50	"Vascular dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	45591073	ICD10CM
advanced_illness_01	F01.518	"Vascular dementia, unspecified severity, with other behavioral disturbance"	37402372	ICD10CM
advanced_illness_01	F01.53	"Vascular dementia, unspecified severity, with mood disturbance"	37402374	ICD10CM
advanced_illness_01	F01.A0	"Vascular dementia, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	37402377	ICD10CM
advanced_illness_01	F01.A18	"Vascular dementia, mild, with other behavioral disturbance"	37402380	ICD10CM
advanced_illness_01	F01.A3	"Vascular dementia, mild, with mood disturbance"	37402382	ICD10CM
advanced_illness_01	F01.B0	"Vascular dementia, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"	37402385	ICD10CM
advanced_illness_01	F01.B18	"Vascular dementia, moderate, with other behavioral disturbance"	37402388	ICD10CM
advanced_illness_01	F01.B3	"Vascular dementia, moderate, with mood disturbance"	37402390	ICD10CM
advanced_illness_01	F01.B4	"Vascular dementia, moderate, with anxiety"	37402391	ICD10CM
advanced_illness_01	F01.C11	"Vascular dementia, severe, with agitation"	37402395	ICD10CM
advanced_illness_01	F01.C2	"Vascular dementia, severe, with psychotic disturbance"	37402397	ICD10CM
advanced_illness_01	F01.C4	"Vascular dementia, severe, with anxiety"	37402399	ICD10CM
advanced_illness_01	F02.811	"Dementia in other diseases classified elsewhere, unspecified severity, with agitation"	37402400	ICD10CM
advanced_illness_01	F02.82	"Dementia in other diseases classified elsewhere, unspecified severity, with psychotic disturbance"	37402402	ICD10CM
advanced_illness_01	F02.84	"Dementia in other diseases classified elsewhere, unspecified severity, with anxiety"	37402404	ICD10CM
advanced_illness_01	F02.A11	"Dementia in other diseases classified elsewhere, mild, with agitation"	37402408	ICD10CM
advanced_illness_01	F02.A2	"Dementia in other diseases classified elsewhere, mild, with psychotic disturbance"	37402410	ICD10CM
advanced_illness_01	F02.A4	"Dementia in other diseases classified elsewhere, mild, with anxiety"	37402412	ICD10CM
advanced_illness_01	F02.B11	"Dementia in other diseases classified elsewhere, moderate, with agitation"	37402416	ICD10CM
advanced_illness_01	F02.B2	"Dementia in other diseases classified elsewhere, moderate, with psychotic disturbance"	37402418	ICD10CM
advanced_illness_01	F02.B4	"Dementia in other diseases classified elsewhere, moderate, with anxiety"	37402420	ICD10CM
advanced_illness_01	F02.C11	"Dementia in other diseases classified elsewhere, severe, with agitation"	37402424	ICD10CM
advanced_illness_01	F02.C2	"Dementia in other diseases classified elsewhere, severe, with psychotic disturbance"	37402426	ICD10CM
advanced_illness_01	F02.C4	"Dementia in other diseases classified elsewhere, severe, with anxiety"	37402428	ICD10CM
advanced_illness_01	F03.911	"Unspecified dementia, unspecified severity, with agitation"	37402429	ICD10CM
advanced_illness_01	F03.92	"Unspecified dementia, unspecified severity, with psychotic disturbance"	37402431	ICD10CM
advanced_illness_01	A81.00	"Creutzfeldt-Jakob disease, unspecified"	45590831	ICD10CM
advanced_illness_01	A81.09	Other Creutzfeldt-Jakob disease	45595597	ICD10CM
advanced_illness_01	C25.1	Malignant neoplasm of body of pancreas	35206159	ICD10CM
advanced_illness_01	C25.3	Malignant neoplasm of pancreatic duct	35206161	ICD10CM
advanced_illness_01	C25.7	Malignant neoplasm of other parts of pancreas	35206163	ICD10CM
advanced_illness_01	C25.9	"Malignant neoplasm of pancreas, unspecified"	35206165	ICD10CM
advanced_illness_01	C71.1	Malignant neoplasm of frontal lobe	35206292	ICD10CM
advanced_illness_01	C71.3	Malignant neoplasm of parietal lobe	35206294	ICD10CM
advanced_illness_01	C71.5	Malignant neoplasm of cerebral ventricle	35206296	ICD10CM
advanced_illness_01	C71.7	Malignant neoplasm of brain stem	35206298	ICD10CM
advanced_illness_01	C71.9	"Malignant neoplasm of brain, unspecified"	35206300	ICD10CM
advanced_illness_01	C77.1	Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes	35206320	ICD10CM
advanced_illness_01	C77.3	Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes	35206322	ICD10CM
advanced_illness_01	C77.5	Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes	35206324	ICD10CM
advanced_illness_01	C77.9	"Secondary and unspecified malignant neoplasm of lymph node, unspecified"	35206326	ICD10CM
advanced_illness_01	C78.00	Secondary malignant neoplasm of unspecified lung	45586027	ICD10CM
advanced_illness_01	C78.02	Secondary malignant neoplasm of left lung	45552281	ICD10CM
advanced_illness_01	C78.2	Secondary malignant neoplasm of pleura	35206328	ICD10CM
advanced_illness_01	C78.39	Secondary malignant neoplasm of other respiratory organs	45557015	ICD10CM
advanced_illness_01	C78.5	Secondary malignant neoplasm of large intestine and rectum	35206330	ICD10CM
advanced_illness_01	C78.7	Secondary malignant neoplasm of liver and intrahepatic bile duct	35206332	ICD10CM
advanced_illness_01	C78.89	Secondary malignant neoplasm of other digestive organs	45576340	ICD10CM
advanced_illness_01	C79.01	Secondary malignant neoplasm of right kidney and renal pelvis	45552283	ICD10CM
advanced_illness_01	C79.10	Secondary malignant neoplasm of unspecified urinary organs	45595689	ICD10CM
advanced_illness_01	C79.19	Secondary malignant neoplasm of other urinary organs	45537842	ICD10CM
advanced_illness_01	C79.31	Secondary malignant neoplasm of brain	45557016	ICD10CM
advanced_illness_01	C79.40	Secondary malignant neoplasm of unspecified part of nervous system	45561833	ICD10CM
advanced_illness_01	C79.51	Secondary malignant neoplasm of bone	45552285	ICD10CM
advanced_illness_01	C79.60	Secondary malignant neoplasm of unspecified ovary	45561834	ICD10CM
advanced_illness_01	C79.62	Secondary malignant neoplasm of left ovary	45571541	ICD10CM
advanced_illness_01	C79.70	Secondary malignant neoplasm of unspecified adrenal gland	45576342	ICD10CM
advanced_illness_01	C79.72	Secondary malignant neoplasm of left adrenal gland	45605289	ICD10CM
advanced_illness_01	C79.82	Secondary malignant neoplasm of genital organs	45600528	ICD10CM
advanced_illness_01	C79.9	Secondary malignant neoplasm of unspecified site	920115	ICD10CM
advanced_illness_01	C91.02	"Acute lymphoblastic leukemia, in relapse"	45566647	ICD10CM
advanced_illness_01	C92.02	"Acute myeloblastic leukemia, in relapse"	45532959	ICD10CM
advanced_illness_01	C93.02	"Acute monoblastic/monocytic leukemia, in relapse"	45537878	ICD10CM
advanced_illness_01	C93.92	"Monocytic leukemia, unspecified in relapse"	45542666	ICD10CM
advanced_illness_01	F03.94	"Unspecified dementia, unspecified severity, with anxiety"	37402433	ICD10CM
advanced_illness_01	F03.A11	"Unspecified dementia, mild, with agitation"	37402437	ICD10CM
advanced_illness_01	F03.A2	"Unspecified dementia, mild, with psychotic disturbance"	37402439	ICD10CM
advanced_illness_01	F03.A4	"Unspecified dementia, mild, with anxiety"	37402441	ICD10CM
advanced_illness_01	F03.B11	"Unspecified dementia, moderate, with agitation"	37402445	ICD10CM
advanced_illness_01	F03.B2	"Unspecified dementia, moderate, with psychotic disturbance"	37402447	ICD10CM
advanced_illness_01	F03.B4	"Unspecified dementia, moderate, with anxiety"	37402449	ICD10CM
advanced_illness_01	F03.C11	"Unspecified dementia, severe, with agitation"	37402453	ICD10CM
advanced_illness_01	F03.C2	"Unspecified dementia, severe, with psychotic disturbance"	37402455	ICD10CM
advanced_illness_01	F03.C4	"Unspecified dementia, severe, with anxiety"	37402457	ICD10CM
advanced_illness_01	F04	Amnestic disorder due to known physiological condition	35207115	ICD10CM
advanced_illness_01	F10.27	Alcohol dependence with alcohol-induced persisting dementia	45566776	ICD10CM
advanced_illness_01	F10.97	"Alcohol use, unspecified with alcohol-induced persisting dementia"	45547675	ICD10CM
advanced_illness_01	G12.21	Amyotrophic lateral sclerosis	45571788	ICD10CM
advanced_illness_01	G20.A1	"Parkinson's disease without dyskinesia, without mention of fluctuations"	785926	ICD10CM
advanced_illness_01	G20.B1	"Parkinson's disease with dyskinesia, without mention of fluctuations"	785929	ICD10CM
advanced_illness_01	G20.C	"Parkinsonism, unspecified"	785931	ICD10CM
advanced_illness_01	G30.1	Alzheimer's disease with late onset	35207357	ICD10CM
advanced_illness_01	G30.9	"Alzheimer's disease, unspecified"	35207359	ICD10CM
advanced_illness_01	G31.09	Other frontotemporal neurocognitive disorder	45605533	ICD10CM
advanced_illness_01	G35	Multiple sclerosis	35207365	ICD10CM
advanced_illness_01	I11.0	Hypertensive heart disease with heart failure	35207669	ICD10CM
advanced_illness_01	I13.0	"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"	35207673	ICD10CM
advanced_illness_01	I13.2	"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"	35207674	ICD10CM
advanced_illness_01	I50.20	Unspecified systolic (congestive) heart failure	45586587	ICD10CM
advanced_illness_01	I50.22	Chronic systolic (congestive) heart failure	45576878	ICD10CM
advanced_illness_01	I50.30	Unspecified diastolic (congestive) heart failure	45601038	ICD10CM
advanced_illness_01	I50.32	Chronic diastolic (congestive) heart failure	45533456	ICD10CM
advanced_illness_01	I50.40	Unspecified combined systolic (congestive) and diastolic (congestive) heart failure	45533457	ICD10CM
advanced_illness_01	I50.42	Chronic combined systolic (congestive) and diastolic (congestive) heart failure	45586588	ICD10CM
advanced_illness_01	I50.810	"Right heart failure, unspecified"	1326601	ICD10CM
advanced_illness_01	I50.812	Chronic right heart failure	1326603	ICD10CM
advanced_illness_01	I50.814	Right heart failure due to left heart failure	1326605	ICD10CM
advanced_illness_01	I50.83	High output heart failure	1326607	ICD10CM
advanced_illness_01	I50.89	Other heart failure	1326609	ICD10CM
advanced_illness_01	J43.0	Unilateral pulmonary emphysema [MacLeod's syndrome]	35208018	ICD10CM
advanced_illness_01	J43.2	Centrilobular emphysema	35208020	ICD10CM
advanced_illness_01	J43.9	"Emphysema, unspecified"	35208022	ICD10CM
advanced_illness_01	J84.10	"Pulmonary fibrosis, unspecified"	45581864	ICD10CM
advanced_illness_01	J84.170	Interstitial lung disease with progressive fibrotic phenotype in diseases classified elsewhere	725357	ICD10CM
advanced_illness_01	J96.10	"Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia"	45548131	ICD10CM
advanced_illness_01	J96.12	Chronic respiratory failure with hypercapnia	45572177	ICD10CM
advanced_illness_01	J96.21	Acute and chronic respiratory failure with hypoxia	45543283	ICD10CM
advanced_illness_01	J96.90	"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia"	45567284	ICD10CM
advanced_illness_01	J96.92	"Respiratory failure, unspecified with hypercapnia"	45533563	ICD10CM
advanced_illness_01	J98.3	Compensatory emphysema	35208104	ICD10CM
advanced_illness_01	K70.10	Alcoholic hepatitis without ascites	45562507	ICD10CM
advanced_illness_01	K70.2	Alcoholic fibrosis and sclerosis of liver	35208331	ICD10CM
advanced_illness_01	K70.31	Alcoholic cirrhosis of liver with ascites	45538545	ICD10CM
advanced_illness_01	K70.41	Alcoholic hepatic failure with coma	45552947	ICD10CM
advanced_illness_01	K74.00	"Hepatic fibrosis, unspecified"	725367	ICD10CM
advanced_illness_01	K74.02	"Hepatic fibrosis, advanced fibrosis"	725369	ICD10CM
advanced_illness_01	K74.2	Hepatic fibrosis with hepatic sclerosis	35208348	ICD10CM
advanced_illness_01	K74.5	"Biliary cirrhosis, unspecified"	35208351	ICD10CM
advanced_illness_01	K74.69	Other cirrhosis of liver	45581912	ICD10CM
advanced_illness_01	N18.6	End stage renal disease	45548653	ICD10CM
advanced_illness_01	1017197007	Interstitial pulmonary fibrosis due to inhalation of drug	600563	SNOMED
advanced_illness_01	1204468000	Right ventricular failure with sepsis	37163135	SNOMED
advanced_illness_01	1237520001	Metastatic carcinoma to skin of trunk	37174985	SNOMED
advanced_illness_01	1254728008	Metastatic adenoid cystic carcinoma to trachea	37174888	SNOMED
advanced_illness_01	15629741000119100	Systolic heart failure stage C due to ischemic cardiomyopathy	36712929	SNOMED
advanced_illness_01	420054005	Alcoholic cirrhosis	196463	SNOMED
advanced_illness_01	722671009	Metastatic malignant neoplasm of meninges	36716609	SNOMED
advanced_illness_01	100721000119109	High grade astrocytoma of brain	36684449	SNOMED
advanced_illness_01	10091002	High output heart failure	4004279	SNOMED
advanced_illness_01	1010334009	Emphysema of right lung	605067	SNOMED
advanced_illness_01	101281000119107	Congestive heart failure due to cardiomyopathy	44782428	SNOMED
advanced_illness_01	1017196003	Interstitial pulmonary fibrosis due to inhalation of substance	600562	SNOMED
advanced_illness_01	10335000	Chronic right-sided heart failure	4014159	SNOMED
advanced_illness_01	103511000119103	Melanoma carcinomatosis	759823	SNOMED
advanced_illness_01	104981000119104	Oligodendroglioma of cerebrum	36684451	SNOMED
advanced_illness_01	105051000119106	Metastatic undifferentiated large cell carcinoma to lung	608853	SNOMED
advanced_illness_01	105421000119105	Early onset Alzheimer's disease with behavioral disturbance	44782432	SNOMED
advanced_illness_01	10633002	Acute congestive heart failure	4023479	SNOMED
advanced_illness_01	10676831000119100	Hypoxemic respiratory failure	37395564	SNOMED
advanced_illness_01	107581000119103	Astrocytoma of brain stem	37016118	SNOMED
advanced_illness_01	107811000119106	Metastatic small cell neuroendocrine carcinoma to liver	600854	SNOMED
advanced_illness_01	1079531000119100	Metastatic malignant neoplasm to left kidney	605437	SNOMED
advanced_illness_01	108101000119101	Malignant melanoma metastatic to kidney	759938	SNOMED
advanced_illness_01	108201000119105	Secondary undifferentiated large cell malignant neoplasm of kidney	759974	SNOMED
advanced_illness_01	1082601000112100	Metastatic malignant neoplasm to viscera	37310458	SNOMED
advanced_illness_01	109848009	Overlapping malignant neoplasm of pancreas	192261	SNOMED
advanced_illness_01	111283005	Chronic left-sided heart failure	4009047	SNOMED
advanced_illness_01	11471000224106	Diffuse intrinsic pontine glioma	3656333	SNOMED
advanced_illness_01	1148924004	Dementia due to deficiency of folic acid	606974	SNOMED
advanced_illness_01	1156413005	Gliomatosis cerebri	603115	SNOMED
advanced_illness_01	1156415003	Protoplasmic astrocytoma of brain	603117	SNOMED
advanced_illness_01	1156417006	Fibrillary astrocytoma of brain	603119	SNOMED
advanced_illness_01	1156456000	Pilomyxoid astrocytoma of brain	607977	SNOMED
advanced_illness_01	1156461003	Gliosarcoma of brain	607981	SNOMED
advanced_illness_01	1156471001	Choroid plexus carcinoma	607987	SNOMED
advanced_illness_01	1156789004	Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein	608051	SNOMED
advanced_illness_01	1156800008	Autosomal dominant Alzheimer disease due to mutation of presenilin 1	603149	SNOMED
advanced_illness_01	1157060001	Diffuse astrocytoma of brain	608240	SNOMED
advanced_illness_01	1163147006	Chronic fibrosing pulmonary aspergillosis	37160739	SNOMED
advanced_illness_01	116821000119104	Non-Hodgkin lymphoma of central nervous system metastatic to lymph node of upper limb	37018877	SNOMED
advanced_illness_01	1177007001	Pulmonary fibrosis due to paracoccidioidomycosis	37161110	SNOMED
advanced_illness_01	1179377000	Adenocarcinoma of pituitary gland	37161446	SNOMED
advanced_illness_01	1186724002	HTRA1-related autosomal dominant cerebral small vessel disease	37162098	SNOMED
advanced_illness_01	1186735007	Mixed neuroendocrine-non neuroendocrine neoplasm of pancreas	37162106	SNOMED
advanced_illness_01	1186877003	Dementia due to vitamin E deficiency	37162177	SNOMED
advanced_illness_01	1186880002	Dementia due to cobalamin deficiency	37162180	SNOMED
advanced_illness_01	1186883000	Dementia due to nutritional deficiency	37162183	SNOMED
advanced_illness_01	1187004001	Chronic traumatic encephalopathy	37162223	SNOMED
advanced_illness_01	1187285005	Metastatic clear cell renal cell carcinoma	37162300	SNOMED
advanced_illness_01	1187521002	Malignant glucagonoma of pancreas	37162354	SNOMED
advanced_illness_01	1196844004	Primary malignant astrocytoma of brain	37162570	SNOMED
advanced_illness_01	1196898000	Primary malignant atypical teratoid rhabdoid neoplasm of brain	37162616	SNOMED
advanced_illness_01	1197283000	Primary mixed acinar endocrine-ductal carcinoma of pancreas	37162711	SNOMED
advanced_illness_01	1197286008	Primary mixed acinar ductal carcinoma of pancreas	37162713	SNOMED
advanced_illness_01	1197293007	Metastatic squamous cell carcinoma of lymph nodes of head and neck	37175065	SNOMED
