code_set	concept_code	concept_name	vocabulary_id	concept_id
colon_neoplasm_01_base	94260004	Secondary malignant neoplasm of colon (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	94271003	Secondary malignant neoplasm of descending colon (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	94328005	Secondary malignant neoplasm of hepatic flexure of colon (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	94509004	Secondary malignant neoplasm of rectosigmoid junction (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	94513006	Secondary malignant neoplasm of rectum (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	94538001	Secondary malignant neoplasm of sigmoid colon (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	94604000	Secondary malignant neoplasm of splenic flexure of colon (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	94643001	Secondary malignant neoplasm of transverse colon (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	96281000119107	Overlapping malignant neoplasm of colon and rectum (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	96981000119102	Malignant neoplasm of rectosigmoid junction metastatic to brain (disorder)	SNOMEDCT	NULL
colon_neoplasm_01_base	C18.0	Malignant neoplasm of cecum	ICD10CM	NULL
colon_neoplasm_01_base	C18.1	Malignant neoplasm of appendix	ICD10CM	NULL
colon_neoplasm_01_base	C18.2	Malignant neoplasm of ascending colon	ICD10CM	NULL
colon_neoplasm_01_base	C18.3	Malignant neoplasm of hepatic flexure	ICD10CM	NULL
colon_neoplasm_01_base	C18.4	Malignant neoplasm of transverse colon	ICD10CM	NULL
colon_neoplasm_01_base	C18.5	Malignant neoplasm of splenic flexure	ICD10CM	NULL
colon_neoplasm_01_base	C18.6	Malignant neoplasm of descending colon	ICD10CM	NULL
colon_neoplasm_01_base	C18.7	Malignant neoplasm of sigmoid colon	ICD10CM	NULL
colon_neoplasm_01_base	C18.8	Malignant neoplasm of overlapping sites of colon	ICD10CM	NULL
colon_neoplasm_01_base	C18.9	"Malignant neoplasm of colon, unspecified"	ICD10CM	NULL
colon_neoplasm_01_base	C19	Malignant neoplasm of rectosigmoid junction	ICD10CM	NULL
colon_neoplasm_01_base	C20	Malignant neoplasm of rectum	ICD10CM	NULL
colon_neoplasm_01_base	C21.2	Malignant neoplasm of cloacogenic zone	ICD10CM	NULL
colon_neoplasm_01_base	C21.8	"Malignant neoplasm of overlapping sites of rectum, anus and anal canal"	ICD10CM	NULL
colon_neoplasm_01_base	C78.5	Secondary malignant neoplasm of large intestine and rectum	ICD10CM	NULL
colon_neoplasm_01_base	V10.05	Personal history of malignant neoplasm of large intestine	ICD9CM	NULL
colon_neoplasm_01_base	V10.06	"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"	ICD9CM	NULL
colon_neoplasm_01_base	Z85.038	Personal history of other malignant neoplasm of large intestine	ICD10CM	NULL
colon_neoplasm_01_base	Z85.048	"Personal history of other malignant neoplasm of rectum, rectosigmoid junction, and anus"	ICD10CM	NULL
