code_set	concept_code	concept_name	vocabulary_id	concept_id
colonoscopy_01_base	44405	Colonoscopy through stoma; with transendoscopic balloon dilation	CPT	NULL
colonoscopy_01_base	44406	"Colonoscopy through stoma; with endoscopic ultrasound examination, limited to the sigmoid, descending, transverse, or ascending colon and cecum and adjacent structures"	CPT	NULL
colonoscopy_01_base	44407	"Colonoscopy through stoma; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s), includes endoscopic ultrasound examination limited to the sigmoid, descending, transverse, or ascending colon and cecum and adjacent structures"	CPT	NULL
colonoscopy_01_base	44408	"Colonoscopy through stoma; with decompression (for pathologic distention) (eg, volvulus, megacolon), including placement of decompression tube, when performed"	CPT	NULL
colonoscopy_01_base	444783004	Screening colonoscopy (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	446521004	Colonoscopy and excision of mucosa of colon (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	446745002	Colonoscopy and biopsy of colon (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	447021001	Colonoscopy and tattooing (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	45355	"Colonoscopy, rigid or flexible, transabdominal via colotomy, single or multiple"	CPT	NULL
colonoscopy_01_base	45378	"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)"	CPT	NULL
colonoscopy_01_base	45379	"Colonoscopy, flexible; with removal of foreign body(s)"	CPT	NULL
colonoscopy_01_base	45380	"Colonoscopy, flexible; with biopsy, single or multiple"	CPT	NULL
colonoscopy_01_base	45381	"Colonoscopy, flexible; with directed submucosal injection(s), any substance"	CPT	NULL
colonoscopy_01_base	45382	"Colonoscopy, flexible; with control of bleeding, any method"	CPT	NULL
colonoscopy_01_base	45383	"Colonoscopy, flexible, proximal to splenic flexure; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique"	CPT	NULL
colonoscopy_01_base	45384	"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps"	CPT	NULL
colonoscopy_01_base	45385	"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique"	CPT	NULL
colonoscopy_01_base	45386	"Colonoscopy, flexible; with transendoscopic balloon dilation"	CPT	NULL
colonoscopy_01_base	45387	"Colonoscopy, flexible, proximal to splenic flexure; with transendoscopic stent placement (includes predilation)"	CPT	NULL
colonoscopy_01_base	45388	"Colonoscopy, flexible; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre- and post-dilation and guide wire passage, when performed)"	CPT	NULL
colonoscopy_01_base	45389	"Colonoscopy, flexible; with endoscopic stent placement (includes pre- and post-dilation and guide wire passage, when performed)"	CPT	NULL
colonoscopy_01_base	45390	"Colonoscopy, flexible; with endoscopic mucosal resection"	CPT	NULL
colonoscopy_01_base	45391	"Colonoscopy, flexible; with endoscopic ultrasound examination limited to the rectum, sigmoid, descending, transverse, or ascending colon and cecum, and adjacent structures"	CPT	NULL
colonoscopy_01_base	45392	"Colonoscopy, flexible; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s), includes endoscopic ultrasound examination limited to the rectum, sigmoid, descending, transverse, or ascending colon and cecum, and adjacent structures"	CPT	NULL
colonoscopy_01_base	45393	"Colonoscopy, flexible; with decompression (for pathologic distention) (eg, volvulus, megacolon), including placement of decompression tube, when performed"	CPT	NULL
colonoscopy_01_base	45398	"Colonoscopy, flexible; with band ligation(s) (eg, hemorrhoids)"	CPT	NULL
colonoscopy_01_base	709421007	Colonoscopy and dilatation of stricture of colon (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	710293001	Colonoscopy using fluoroscopic guidance (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	711307001	Colonoscopy using X-ray guidance (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	713154003	Endoscopic submucosal dissection of rectum using colonoscope (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	73761001	Colonoscopy (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	8180007	Fiberoptic colonoscopy through colostomy (procedure)	SNOMEDCT	NULL
colonoscopy_01_base	851000119109	History of colonoscopy (situation)	SNOMEDCT	NULL
colonoscopy_01_base	G0105	Colorectal cancer screening; colonoscopy on individual at high risk	HCPCS Level II	NULL
colonoscopy_01_base	G0121	Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk	HCPCS Level II	NULL
