code_set	concept_code	concept_name	vocabulary_id	concept_id	OMOP_concept_name
colectomy_01	44211	"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed"	CPT4	2109072	"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed"
colectomy_01	44212	"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileostomy"	CPT4	2109073	"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileostomy"
colectomy_01	44751009	Total abdominal colectomy with proctectomy and continent ileostomy	SNOMED	4260388	Total abdominal colectomy with proctectomy and continent ileostomy
colectomy_01	456004	Total abdominal colectomy with ileostomy	SNOMED	4163975	Total abdominal colectomy with ileostomy
colectomy_01	713165008	Laparoscopic total colectomy with ileo-rectal anastomosis	SNOMED	37016994	Laparoscopic total colectomy with ileo-rectal anastomosis
colectomy_01	787108001	Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis	SNOMED	37204026	Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis
colectomy_01	787109009	Excision of entire colon and entire rectum	SNOMED	37204027	Excision of entire colon and entire rectum
colectomy_01	787874000	Laparoscopic total colectomy	SNOMED	37312780	Laparoscopic total colectomy
colectomy_01	787875004	Laparoscopic total colectomy and loop ileostomy	SNOMED	37312779	Laparoscopic total colectomy and loop ileostomy
colectomy_01	787876003	Laparoscopic total colectomy and ileostomy	SNOMED	37312778	Laparoscopic total colectomy and ileostomy
colectomy_01	80294005	Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis	SNOMED	4197412	Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis
colectomy_01	858579005	Panproctocolectomy	SNOMED	3573927	Panproctocolectomy
