code_set	concept_code	concept_name	vocabulary_id	concept_id	OMOP_concept_name
colon_neoplasm_01	94260004	Metastatic malignant neoplasm to colon	SNOMED	35226112	Metastasis to colon
colon_neoplasm_01	94271003	Metastatic malignant neoplasm to descending colon	SNOMED	35226124	Metastasis to descending colon
colon_neoplasm_01	94328005	Metastatic malignant neoplasm to hepatic flexure of colon	SNOMED	35226168	Metastasis to hepatic flexure of colon
colon_neoplasm_01	94509004	Metastatic malignant neoplasm to rectosigmoid junction	SNOMED	35226271	Metastasis to rectosigmoid junction
colon_neoplasm_01	94513006	Metastatic malignant neoplasm to rectum	SNOMED	35226275	Metastasis to rectum
colon_neoplasm_01	94538001	Metastatic malignant neoplasm to sigmoid colon	SNOMED	35225672	Metastasis to sigmoid colon
colon_neoplasm_01	94604000	Metastatic malignant neoplasm to splenic flexure of colon	SNOMED	35225745	Metastasis to splenic flexure of colon
colon_neoplasm_01	94643001	Metastatic malignant neoplasm to transverse colon	SNOMED	35226300	Metastasis to transverse colon
colon_neoplasm_01	96281000119107	Overlapping malignant neoplasm of colon and rectum	SNOMED	37018659	Overlapping malignant neoplasm of colon and rectum
colon_neoplasm_01	96981000119102	Primary malignant neoplasm of rectosigmoid junction metastatic to brain	SNOMED	438699	Primary malignant neoplasm of rectosigmoid junction
colon_neoplasm_01	96981000119102	Primary malignant neoplasm of rectosigmoid junction metastatic to brain	SNOMED	36768862	Metastasis to brain
colon_neoplasm_01	C18.0	Malignant neoplasm of cecum	ICD10CM	432837	Primary malignant neoplasm of cecum
colon_neoplasm_01	C18.1	Malignant neoplasm of appendix	ICD10CM	433143	Primary malignant neoplasm of appendix
colon_neoplasm_01	C18.2	Malignant neoplasm of ascending colon	ICD10CM	4247719	Primary malignant neoplasm of ascending colon
colon_neoplasm_01	C18.3	Malignant neoplasm of hepatic flexure	ICD10CM	438979	Primary malignant neoplasm of hepatic flexure of colon
colon_neoplasm_01	C18.4	Malignant neoplasm of transverse colon	ICD10CM	432257	Primary malignant neoplasm of transverse colon
colon_neoplasm_01	C18.5	Malignant neoplasm of splenic flexure	ICD10CM	437798	Primary malignant neoplasm of splenic flexure of colon
colon_neoplasm_01	C18.6	Malignant neoplasm of descending colon	ICD10CM	441800	Primary malignant neoplasm of descending colon
colon_neoplasm_01	C18.7	Malignant neoplasm of sigmoid colon	ICD10CM	436635	Primary malignant neoplasm of sigmoid colon
colon_neoplasm_01	C18.8	Malignant neoplasm of overlapping sites of colon	ICD10CM	79740	Overlapping malignant neoplasm of colon
colon_neoplasm_01	C18.9	"Malignant neoplasm of colon, unspecified"	ICD10CM	197500	Primary malignant neoplasm of colon
colon_neoplasm_01	C19	Malignant neoplasm of rectosigmoid junction	ICD10CM	438699	Primary malignant neoplasm of rectosigmoid junction
colon_neoplasm_01	C20	Malignant neoplasm of rectum	ICD10CM	74582	Primary malignant neoplasm of rectum
colon_neoplasm_01	C21.2	Malignant neoplasm of cloacogenic zone	ICD10CM	4003675	Primary malignant neoplasm of cloacogenic zone
colon_neoplasm_01	C21.8	"Malignant neoplasm of overlapping sites of rectum, anus and anal canal"	ICD10CM	438090	"Overlapping malignant neoplasm of rectum, anus and anal canal"
colon_neoplasm_01	C78.5	Secondary malignant neoplasm of large intestine and rectum	ICD10CM	35225543	Metastasis to large intestine
colon_neoplasm_01	V10.05	Personal history of malignant neoplasm of large intestine	ICD9CM	1340204	History of event
colon_neoplasm_01	V10.06	"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"	ICD9CM	1340204	History of event
colon_neoplasm_01	Z85.038	Personal history of other malignant neoplasm of large intestine	ICD10CM	1340204	History of event
colon_neoplasm_01	Z85.048	"Personal history of other malignant neoplasm of rectum, rectosigmoid junction, and anus"	ICD10CM	1340204	History of event
